"Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,Processor Graphics ‡"
"""Intel® Xeon® W-11855M Processor (18M Cache, 3.20 GHz)"",Q2'21,6,4.90 GHz,,18 MB Intel® Smart Cache,,Intel® UHD Graphics for 11th Gen Intel® Processors,Get a quote"
"""Intel® Xeon® W-1350 Processor (12M Cache, up to 5.00 GHz)"",Q2'21,6,5.00 GHz,3.30 GHz,12 MB Intel® Smart Cache,80 W,Intel® UHD Graphics P750,Get a quote"
"""Intel® Xeon® W-1350P Processor (12M Cache, up to 5.10 GHz)"",Q2'21,6,5.10 GHz,4.00 GHz,12 MB Intel® Smart Cache,125 W,Intel® UHD Graphics P750,Get a quote"
"""Intel® Xeon® W-1370 Processor (16M Cache, up to 5.10 GHz)"",Q2'21,8,5.10 GHz,2.90 GHz,16 MB Intel® Smart Cache,80 W,Intel® UHD Graphics P750,Get a quote"
"""Intel® Xeon® W-1370P Processor (16M Cache, up to 5.20 GHz)"",Q2'21,8,5.20 GHz,3.60 GHz,16 MB Intel® Smart Cache,125 W,Intel® UHD Graphics P750,Get a quote"
"""Intel® Xeon® W-1390 Processor (16M Cache, up to 5.20 GHz)"",Q2'21,8,5.20 GHz,2.80 GHz,16 MB Intel® Smart Cache,80 W,Intel® UHD Graphics P750,Get a quote"
"""Intel® Xeon® W-1390P Processor (16M Cache, up to 5.30 GHz)"",Q2'21,8,5.30 GHz,3.50 GHz,16 MB Intel® Smart Cache,125 W,Intel® UHD Graphics P750,Get a quote"
"""Intel® Xeon® W-1390T Processor (16M Cache, up to 4.90 GHz)"",Q2'21,8,4.90 GHz,1.50 GHz,16 MB Intel® Smart Cache,35 W,Intel® UHD Graphics P750,Get a quote"
"""Intel® Xeon® W-1250TE Processor (12M Cache, up to 3.80 GHz)"",Q2'20,6,3.80 GHz,2.40 GHz,12 MB Intel® Smart Cache,35 W,Intel® UHD Graphics 630,Get a quote"
"""Intel® Xeon® W-1290E Processor (20M Cache, up to 4.80 GHz)"",Q2'20,10,4.80 GHz,3.50 GHz,20 MB Intel® Smart Cache,95 W,Intel® UHD Graphics 630,Get a quote"
"""Intel® Xeon® W-1270E Processor (16M Cache, up to 4.80 GHz)"",Q2'20,8,4.80 GHz,3.40 GHz,16 MB Intel® Smart Cache,80 W,Intel® UHD Graphics 630,Get a quote"
"""Intel® Xeon® W-1270TE Processor (16M Cache, up to 4.40 GHz)"",Q2'20,8,4.40 GHz,2.00 GHz,16 MB Intel® Smart Cache,35 W,Intel® UHD Graphics 630,Get a quote"
"""Intel® Xeon® W-1290 Processor (20M Cache, 3.20 GHz)"",Q2'20,10,5.20 GHz,3.20 GHz,20 MB Intel® Smart Cache,80 W,Intel® UHD Graphics P630,Get a quote"
"""Intel® Xeon® W-1270P Processor (16M Cache, 3.80 GHz)"",Q2'20,8,5.10 GHz,3.80 GHz,16 MB Intel® Smart Cache,125 W,Intel® UHD Graphics P630,Get a quote"
"""Intel® Xeon® W-1270 Processor (16M Cache, 3.40 GHz)"",Q2'20,8,5.00 GHz,3.40 GHz,16 MB Intel® Smart Cache,80 W,Intel® UHD Graphics P630,Get a quote"
"""Intel® Xeon® W-1250P Processor (12M Cache, 4.10 GHz)"",Q2'20,6,4.80 GHz,4.10 GHz,12 MB Intel® Smart Cache,125 W,Intel® UHD Graphics P630,Get a quote"
"""Intel® Xeon® W-1290TE Processor (20M Cache, up to 4.50 GHz)"",Q2'20,10,4.50 GHz,1.80 GHz,20 MB Intel® Smart Cache,35 W,Intel® UHD Graphics 630,Get a quote"
"""Intel® Xeon® W-1290T Processor (20M Cache, 1.90 GHz)"",Q2'20,10,4.70 GHz,1.90 GHz,20 MB Intel® Smart Cache,35 W,Intel® UHD Graphics P630,Get a quote"
"""Intel® Xeon® W-10855M Processor (12M Cache, up to 5.10 GHz)"",Q2'20,6,5.10 GHz,2.80 GHz,12 MB Intel® Smart Cache,45 W,Intel® UHD Graphics for 10th Gen Intel® Processors,Get a quote"
"""Intel® Xeon® W-10885M Processor (16M Cache, up to 5.30 GHz)"",Q2'20,8,5.30 GHz,2.40 GHz,16 MB Intel® Smart Cache,45 W,Intel® UHD Graphics for 10th Gen Intel® Processors,Get a quote"
"""Intel® Xeon® W-1250E Processor (12M Cache, up to 4.70 GHz)"",Q2'20,6,4.70 GHz,3.50 GHz,12 MB Intel® Smart Cache,80 W,Intel® UHD Graphics 630,Get a quote"
"""Intel® Xeon® W-1250 Processor (12M Cache, 3.30 GHz)"",Q2'20,6,4.70 GHz,3.30 GHz,12 MB Intel® Smart Cache,80 W,Intel® UHD Graphics P630,Get a quote"
"""Intel® Xeon® W-1290P Processor (20M Cache, 3.70 GHz)"",Q2'20,10,5.30 GHz,3.70 GHz,20 MB Intel® Smart Cache,125 W,Intel® UHD Graphics P630,Get a quote"
"""Intel® Xeon® W-2245 Processor (16.5M Cache, 3.90 GHz)"",Q4'19,8,4.50 GHz,3.90 GHz,16.5 MB,155 W,,Get a quote"
"""Intel® Xeon® W-2225 Processor (8.25M Cache, 4.10 GHz)"",Q4'19,4,4.60 GHz,4.10 GHz,8.25 MB,105 W,,Get a quote"
"""Intel® Xeon® W-2275 Processor (19.25M Cache, 3.30 GHz)"",Q4'19,14,4.60 GHz,3.30 GHz,19.25 MB,165 W,,Get a quote"
"""Intel® Xeon® W-2295 Processor (24.75M Cache, 3.00 GHz)"",Q4'19,18,4.60 GHz,3.00 GHz,24.75 MB,165 W,,Get a quote"
"""Intel® Xeon® W-2265 Processor (19.25M Cache, 3.50 GHz)"",Q4'19,12,4.60 GHz,3.50 GHz,19.25 MB,165 W,,Get a quote"
"""Intel® Xeon® W-2255 Processor (19.25M Cache, 3.70 GHz)"",Q4'19,10,4.50 GHz,3.70 GHz,19.25 MB,165 W,,Get a quote"
"""Intel® Xeon® W-2223 Processor (8.25M Cache, 3.60 GHz)"",Q4'19,4,3.90 GHz,3.60 GHz,8.25 MB,120 W,,Get a quote"
"""Intel® Xeon® W-2235 Processor (8.25M Cache, 3.80 GHz)"",Q4'19,6,4.60 GHz,3.80 GHz,8.25 MB,130 W,,Get a quote"
"""Intel® Xeon® W-3235 Processor (19.25M Cache, 3.30 GHz)"",Q2'19,12,4.40 GHz,3.30 GHz,19.25 MB,180 W,,Get a quote"
"""Intel® Xeon® W-3265M Processor (33M Cache, 2.70 GHz)"",Q2'19,24,4.40 GHz,2.70 GHz,33 MB,205 W,,Get a quote"
"""Intel® Xeon® W-3245M Processor (22M Cache, 3.20 GHz)"",Q2'19,16,4.40 GHz,3.20 GHz,22 MB,205 W,,Get a quote"
"""Intel® Xeon® W-3275 Processor (38.5M Cache, 2.50 GHz)"",Q2'19,28,4.40 GHz,2.50 GHz,38.5 MB,205 W,,Get a quote"
"""Intel® Xeon® W-3223 Processor (16.5M Cache, 3.50 GHz)"",Q2'19,8,4.00 GHz,3.50 GHz,16.5 MB,160 W,,Get a quote"
"""Intel® Xeon® W-3265 Processor (33M Cache, 2.70 GHz)"",Q2'19,24,4.40 GHz,2.70 GHz,33 MB,205 W,,Get a quote"
"""Intel® Xeon® W-3225 Processor (16.5M Cache, 3.70 GHz)"",Q2'19,8,4.30 GHz,3.70 GHz,16.5 MB,160 W,,Get a quote"
"""Intel® Xeon® W-3245 Processor (22M Cache, 3.20 GHz)"",Q2'19,16,4.40 GHz,3.20 GHz,22 MB,205 W,,Get a quote"
"""Intel® Xeon® W-3275M Processor (38.5M Cache, 2.50 GHz)"",Q2'19,28,4.40 GHz,2.50 GHz,38.5 MB,205 W,,Get a quote"
"""Intel® Xeon® W-3175X Processor (38.5M Cache, 3.10 GHz)"",Q4'18,28,3.80 GHz,3.10 GHz,38.5 MB,255 W,,Get a quote"
"""Intel® Xeon® W-2123 Processor (8.25M Cache, 3.60 GHz)"",Q3'17,4,3.90 GHz,3.60 GHz,8.25 MB,120 W,,Get a quote"
"""Intel® Xeon® W-2133 Processor (8.25M Cache, 3.60 GHz)"",Q3'17,6,3.90 GHz,3.60 GHz,8.25 MB,140 W,,Get a quote"
"""Intel® Xeon® W-2155 Processor (13.75M Cache, 3.30 GHz)"",Q3'17,10,4.50 GHz,3.30 GHz,13.75 MB,140 W,,Get a quote"
"""Intel® Xeon® W-2145 Processor (11M Cache, 3.70 GHz)"",Q3'17,8,4.50 GHz,3.70 GHz,11 MB,140 W,,Get a quote"
"""Intel® Xeon® W-2125 Processor (8.25M Cache, 4.00 GHz)"",Q3'17,4,4.50 GHz,4.00 GHz,8.25 MB,120 W,,Get a quote"
"""Intel® Xeon® W-2135 Processor (8.25M Cache, 3.70 GHz)"",Q3'17,6,4.50 GHz,3.70 GHz,8.25 MB,140 W,,Get a quote"
"""Intel® Xeon® W-2195 Processor (24.75M Cache, 2.30 GHz)"",Q3'17,18,4.30 GHz,2.30 GHz,24.75 MB,140 W,,Get a quote"
"""Intel® Xeon® W-2175 Processor (19.25M Cache, 2.50 GHz)"",Q3'17,14,4.30 GHz,2.50 GHz,19 MB,140 W,,Get a quote"
"""Intel® Xeon® D-2798NX Processor (30M Cache, up to 3.10 GHz)"",Q3'22,20,3.10 GHz,2.10 GHz,30 MB,126 W,,Get a quote"
"""Intel® Xeon® D-2777NX Processor (25M Cache, up to 3.30 GHz)"",Q3'22,16,3.30 GHz,2.20 GHz,25 MB,116 W,,Get a quote"
"""Intel® Xeon® D-2745NX Processor (17.5M Cache, up to 3.50 GHz)"",Q3'22,10,3.50 GHz,2.40 GHz,17.5 MB,96 W,,Get a quote"
"""Intel® Xeon® D-2757NX Processor (20M Cache, up to 3.50 GHz)"",Q3'22,12,3.50 GHz,2.50 GHz,20 MB,107 W,,Get a quote"
"""Intel® Xeon® D-2753NT Processor (20M Cache, up to 3.10 GHz)"",Q1'22,12,3.10 GHz,2.00 GHz,20 MB,87 W,,Get a quote"
"""Intel® Xeon® D-2776NT Processor (25M Cache, up to 3.20 GHz)"",Q1'22,16,3.20 GHz,2.10 GHz,25 MB,117 W,,Get a quote"
"""Intel® Xeon® D-1748TE Processor (15M Cache, up to 3.40 GHz)"",Q1'22,10,3.40 GHz,2.30 GHz,15 MB,65 W,,Get a quote"
"""Intel® Xeon® D-2712T Processor (15M Cache, up to 3.00 GHz)"",Q1'22,4,3.00 GHz,1.90 GHz,15 MB,65 W,,Get a quote"
"""Intel® Xeon® D-2733NT Processor (15M Cache, up to 3.20 GHz)"",Q1'22,8,3.20 GHz,2.10 GHz,15 MB,80 W,,Get a quote"
"""Intel® Xeon® D-2738 Processor (15M Cache, up to 3.50 GHz)"",Q1'22,8,3.50 GHz,2.50 GHz,15 MB,88 W,,Get a quote"
"""Intel® Xeon® D-1715TER Processor (10M Cache, up to 3.50 GHz)"",Q1'22,4,3.50 GHz,2.40 GHz,10 MB,50 W,,Get a quote"
"""Intel® Xeon® D-1732TE Processor (15M Cache, up to 3.00 GHz)"",Q1'22,8,3.00 GHz,1.90 GHz,15 MB,52 W,,Get a quote"
"""Intel® Xeon® D-1718T Processor (10M Cache, up to 3.50 GHz)"",Q1'22,4,3.50 GHz,2.60 GHz,10 MB,46 W,,Get a quote"
"""Intel® Xeon® D-1712TR Processor (10M Cache, up to 3.10 GHz)"",Q1'22,4,3.10 GHz,2.00 GHz,10 MB,40 W,,Get a quote"
"""Intel® Xeon® D-1714 Processor (10M Cache, up to 3.40 GHz)"",Q1'22,4,3.40 GHz,2.30 GHz,10 MB,38 W,,Get a quote"
"""Intel® Xeon® D-1739 Processor (15M Cache, up to 3.50 GHz)"",Q1'22,8,3.50 GHz,3.00 GHz,15 MB,83 W,,Get a quote"
"""Intel® Xeon® D-1736 Processor (15M Cache, up to 3.40 GHz)"",Q1'22,8,3.40 GHz,2.30 GHz,15 MB,55 W,,Get a quote"
"""Intel® Xeon® D-1726 Processor (10M Cache, up to 3.50 GHz)"",Q1'22,6,3.50 GHz,2.90 GHz,10 MB,70 W,,Get a quote"
"""Intel® Xeon® D-1749NT Processor (15M Cache, up to 3.50 GHz)"",Q1'22,10,3.50 GHz,3.00 GHz,15 MB,90 W,,Get a quote"
"""Intel® Xeon® D-1713NT Processor (10M Cache, up to 3.50 GHz)"",Q1'22,4,3.50 GHz,2.20 GHz,10 MB,45 W,,Get a quote"
"""Intel® Xeon® D-1735TR Processor (15M Cache, up to 3.40 GHz)"",Q1'22,8,3.40 GHz,2.20 GHz,15 MB,59 W,,Get a quote"
"""Intel® Xeon® D-1713NTE Processor (10M Cache, up to 3.30 GHz)"",Q1'22,4,3.30 GHz,2.20 GHz,10 MB,45 W,,Get a quote"
"""Intel® Xeon® D-2766NT Processor (20M Cache, up to 3.10 GHz)"",Q1'22,14,3.10 GHz,2.00 GHz,20 MB,97 W,,Get a quote"
"""Intel® Xeon® D-2779 Processor (25M Cache, up to 3.40 GHz)"",Q1'22,16,3.40 GHz,2.50 GHz,25 MB,126 W,,Get a quote"
"""Intel® Xeon® D-2795NT Processor (30M Cache, up to 3.10 GHz)"",Q1'22,20,3.10 GHz,2.00 GHz,30 MB,110 W,,Get a quote"
"""Intel® Xeon® D-1722NE Processor (10M Cache, up to 2.70 GHz)"",Q1'22,6,2.70 GHz,1.70 GHz,10 MB,36 W,,Get a quote"
"""Intel® Xeon® D-1734NT Processor (15M Cache, up to 3.10 GHz)"",Q1'22,8,3.10 GHz,2.00 GHz,15 MB,50 W,,Get a quote"
"""Intel® Xeon® D-1702 Processor (5M Cache, up to 1.70 GHz)"",Q1'22,2,1.70 GHz,1.60 GHz,5 MB,25 W,,Get a quote"
"""Intel® Xeon® D-1747NTE Processor (15M Cache, up to 3.50 GHz)"",Q1'22,10,3.50 GHz,2.50 GHz,15 MB,80 W,,Get a quote"
"""Intel® Xeon® D-2799 Processor (30M Cache, up to 3.40 GHz)"",Q1'22,20,3.40 GHz,2.40 GHz,30 MB,129 W,,Get a quote"
"""Intel® Xeon® D-2798NT Processor (30M Cache, up to 3.10 GHz)"",Q1'22,20,3.10 GHz,2.10 GHz,30 MB,125 W,,Get a quote"
"""Intel® Xeon® D-2752NTE Processor (20M Cache, up to 3.00 GHz)"",Q1'22,12,3.00 GHz,1.90 GHz,20 MB,84 W,,Get a quote"
"""Intel® Xeon® D-2752TER Processor (20M Cache, up to 2.80 GHz)"",Q1'22,12,2.80 GHz,1.80 GHz,20 MB,77 W,,Get a quote"
"""Intel® Xeon® D-2796NT Processor (30M Cache, up to 3.10 GHz)"",Q1'22,20,3.10 GHz,2.00 GHz,30 MB,120 W,,Get a quote"
"""Intel® Xeon® D-2775TE Processor (25M Cache, up to 3.10 GHz)"",Q1'22,16,3.10 GHz,2.00 GHz,25 MB,100 W,,Get a quote"
"""Intel® Xeon® D-2796TE Processor (30M Cache, up to 3.10 GHz)"",Q1'22,20,3.10 GHz,2.00 GHz,30 MB,118 W,,Get a quote"
"""Intel® Xeon® D-2786NTE Processor (27.5M Cache, up to 3.10 GHz)"",Q1'22,18,3.10 GHz,2.10 GHz,27.5 MB,118 W,,Get a quote"
"""Intel® Xeon® D-1736NT Processor (15M Cache, up to 3.50 GHz)"",Q1'22,8,3.50 GHz,2.70 GHz,15 MB,67 W,,Get a quote"
"""Intel® Xeon® D-1733NT Processor (15M Cache, up to 3.10 GHz)"",Q1'22,8,3.10 GHz,2.00 GHz,15 MB,53 W,,Get a quote"
"""Intel® Xeon® D-1746TER Processor (15M Cache, up to 3.10 GHz)"",Q1'22,10,3.10 GHz,2.00 GHz,15 MB,67 W,,Get a quote"
"""Intel® Xeon® D-1731NTE Processor (15M Cache, up to 2.80 GHz)"",Q1'22,8,2.8 GHz,1.70 GHz,15 MB,45 W,,Get a quote"
"""Intel® Xeon® D-1649N Processor (12M Cache, 2.30GHz)"",Q2'19,8,3.00 GHz,2.30 GHz,12 MB,45 W,,Get a quote"
"""Intel® Xeon® D-1653N Processor (12M Cache, 2.80GHz)"",Q2'19,8,3.20 GHz,2.80 GHz,12 MB,65 W,,Get a quote"
"""Intel® Xeon® D-1602 Processor (3M Cache, 2.50GHz)"",Q2'19,2,3.20 GHz,2.50 GHz,3 MB,27 W,,Get a quote"
"""Intel® Xeon® D-1622 Processor (6M Cache, 2.60GHz)"",Q2'19,4,3.20 GHz,2.60 GHz,6 MB,40 W,,Get a quote"
"""Intel® Xeon® D-1623N Processor (6M Cache, 2.40GHz)"",Q2'19,4,3.20 GHz,2.40 GHz,6 MB,35 W,,Get a quote"
"""Intel® Xeon® D-1627 Processor (6M Cache, 2.90GHz)"",Q2'19,4,3.20 GHz,2.90 GHz,6 MB,45 W,,Get a quote"
"""Intel® Xeon® D-1637 Processor (9M Cache, 2.90GHz)"",Q2'19,6,3.20 GHz,2.90 GHz,9 MB,55 W,,Get a quote"
"""Intel® Xeon® D-1633N Processor (9M Cache, 2.50GHz)"",Q2'19,6,3.20 GHz,2.50 GHz,9 MB,45 W,,Get a quote"
"""Intel® Xeon® D-2123IT Processor (8.25M Cache, 2.20 GHz)"",Q1'18,4,3.00 GHz,2.20 GHz,8 MB,60 W,,Get a quote"
"""Intel® Xeon® D-2141I Processor (11M Cache, 2.20 GHz)"",Q1'18,8,3.00 GHz,2.20 GHz,11 MB,65 W,,Get a quote"
"""Intel® Xeon® D-2143IT Processor (11M Cache, 2.20 GHz)"",Q1'18,8,3.00 GHz,2.20 GHz,11 MB,65 W,,Get a quote"
"""Intel® Xeon® D-2163IT Processor (16.5M Cache, 2.10 GHz)"",Q1'18,12,3.00 GHz,2.10 GHz,17 MB,75 W,,Get a quote"
"""Intel® Xeon® D-2173IT Processor (19.25M Cache, 1.70 GHz)"",Q1'18,14,3.00 GHz,1.70 GHz,19 MB,70 W,,Get a quote"
"""Intel® Xeon® D-2166NT Processor (16.5M Cache, 2.00 GHz)"",Q1'18,12,3.00 GHz,2.00 GHz,17 MB,85 W,,Get a quote"
"""Intel® Xeon® D-2187NT Processor (22M Cache, 2.00 GHz)"",Q1'18,16,3.00 GHz,2.00 GHz,22 MB,110 W,,Get a quote"
"""Intel® Xeon® D-2142IT Processor (11M Cache, 1.90 GHz)"",Q1'18,8,3.00 GHz,1.90 GHz,11 MB,65 W,,Get a quote"
"""Intel® Xeon® D-2145NT Processor (11M Cache, 1.90 GHz)"",Q1'18,8,3.00 GHz,1.90 GHz,11 MB,65 W,,Get a quote"
"""Intel® Xeon® D-2146NT Processor (11M Cache, 2.30 GHz)"",Q1'18,8,3.00 GHz,2.30 GHz,11 MB,80 W,,Get a quote"
"""Intel® Xeon® D-2161I Processor (16.5M Cache, 2.20 GHz)"",Q1'18,12,3.00 GHz,2.20 GHz,16.5 MB L2 Cache,90 W,,Get a quote"
"""Intel® Xeon® D-2177NT Processor (19.25M Cache, 1.90 GHz)"",Q1'18,14,3.00 GHz,1.90 GHz,19 MB,105 W,,Get a quote"
"""Intel® Xeon® D-2183IT Processor (22M Cache, 2.20 GHz)"",Q1'18,16,3.00 GHz,2.20 GHz,22 MB,100 W,,Get a quote"
"""Intel® Xeon® Processor D-1533N (9M Cache, 2.10 GHz)"",Q3'17,6,2.70 GHz,2.10 GHz,9 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1513N (6M Cache, 1.60 GHz)"",Q3'17,4,2.20 GHz,1.60 GHz,6 MB,35 W,,Get a quote"
"""Intel® Xeon® Processor D-1543N (12M Cache, 1.90 GHz)"",Q3'17,8,2.50 GHz,1.90 GHz,12 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1523N (6M Cache, 2.00 GHz)"",Q3'17,4,2.60 GHz,2.00 GHz,6 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1553N (12M Cache, 2.30 GHz)"",Q3'17,8,2.70 GHz,2.30 GHz,12 MB,65 W,,Get a quote"
"""Intel® Xeon® Processor D-1529 (6M Cache, 1.30 GHz)"",Q2'16,4,1.30 GHz,1.30 GHz,6 MB,20 W,,Get a quote"
"""Intel® Xeon® Processor D-1539 (12M Cache, 1.60 GHz)"",Q2'16,8,2.20 GHz,1.60 GHz,12 MB,35 W,,Get a quote"
"""Intel® Xeon® Processor D-1559 (18M Cache, 1.50 GHz)"",Q2'16,12,2.10 GHz,1.50 GHz,18 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1567 (18M Cache, 2.10 GHz)"",Q1'16,12,2.70 GHz,2.10 GHz,18 MB,65 W,,Get a quote"
"""Intel® Xeon® Processor D-1557 (18M Cache, 1.50 GHz)"",Q1'16,12,2.10 GHz,1.50 GHz,18 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1577 (24M Cache, 1.30 GHz)"",Q1'16,16,2.10 GHz,1.30 GHz,24 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1571 (24M Cache, 1.30 GHz)"",Q1'16,16,2.10 GHz,1.30 GHz,24 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1548 (12M Cache, 2.00 GHz)"",Q4'15,8,2.60 GHz,2.00 GHz,12 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1527 (6M Cache, 2.20 GHz)"",Q4'15,4,2.70 GHz,2.20 GHz,6 MB,35 W,,Get a quote"
"""Intel® Xeon® Processor D-1537 (12M Cache, 1.70 GHz)"",Q4'15,8,2.30 GHz,1.70 GHz,12 MB,35 W,,Get a quote"
"""Intel® Xeon® Processor D-1528 (9M Cache, 1.90 GHz)"",Q4'15,6,2.50 GHz,1.90 GHz,9 MB,35 W,,Get a quote"
"""Intel® Xeon® Processor D-1541 (12M Cache, 2.10 GHz)"",Q4'15,8,2.70 GHz,2.10 GHz,12 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1518 (6M Cache, 2.20 GHz)"",Q4'15,4,2.20 GHz,2.20 GHz,6 MB,35 W,,Get a quote"
"""Intel® Xeon® Processor D-1521 (6M Cache, 2.40 GHz)"",Q4'15,4,2.70 GHz,2.40 GHz,6 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1531 (9M Cache, 2.20 GHz)"",Q4'15,6,2.70 GHz,2.20 GHz,9 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1520 (6M Cache, 2.20 GHz)"",Q1'15,4,2.60 GHz,2.20 GHz,6 MB,45 W,,Get a quote"
"""Intel® Xeon® Processor D-1540 (12M Cache, 2.00 GHz)"",Q1'15,8,2.60 GHz,2.00 GHz,12 MB,45 W,,Get a quote"
"""Intel® Processor U300E (8M Cache, up to 4.30 GHz)"",Q1'23,5,4.30 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors,"
"""Intel® Processor U300 (8M Cache, up to 4.40 GHz)"",Q1'23,5,4.40 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors,"
"""Intel® Processor N97 (6M Cache, up to 3.60 GHz)"",Q1'23,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics,"
"""Intel® Processor N100 (6M Cache, up to 3.40 GHz)"",Q1'23,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics,Find systems"
"""Intel® Processor N200 (6M Cache, up to 3.70 GHz)"",Q1'23,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics,Find systems"
"""Intel® Processor N50 (6M Cache, up to 3.40 GHz)"",Q1'23,2,3.40 GHz,6 MB,Intel® UHD Graphics,"
"""Intel Atom® Processor C5315 (9M Cache, 2.4GHz)"",Q2'22,4,,2.40 GHz,9 MB,38 W,,"
"""Intel Atom® Processor C5310 (9M Cache, 1.6GHz)"",Q2'22,4,,1.60 GHz,9 MB,32 W,,"
"""Intel Atom® Processor C5125 (9M Cache, 2.8GHz)"",Q2'22,8,,2.80 GHz,9 MB,50 W,,"
"""Intel Atom® Processor C5115 (9M Cache, 2.8GHz)"",Q2'22,4,,2.80 GHz,9 MB,43 W,,"
"""Intel Atom® Processor C5325 (9M Cache, 2.4GHz)"",Q2'22,8,,2.40 GHz,9 MB,41 W,,"
"""Intel Atom® Processor C5320 (9M Cache, 2.4GHz)"",Q2'22,8,,2.40 GHz,9 MB,41 W,,"
"""Intel Atom® Processor C3436L (8M Cache, 1.30 GHz)"",Q2'20,4,,1.30 GHz,8 MB,10.75 W,,"
"""Intel Atom® Processor C3338R (4M Cache, up to 2.20 GHz)"",Q2'20,2,2.20 GHz,1.80 GHz,4 MB,10.5 W,,"
"""Intel Atom® Processor C3758R (16M Cache, 2.40 GHz)"",Q2'20,8,,2.40 GHz,16 MB,26 W,,"
"""Intel Atom® Processor C3558R (8M Cache, 2.40 GHz)"",Q2'20,4,,2.40 GHz,8 MB,17 W,,"
"""Intel Atom® Processor C3336 (4M Cache, 1.50 GHz)"",Q3'18,2,,1.50 GHz,4 MB,11 W,,"
"""Intel Atom® Processor C3708 (16M Cache, up to 1.70 GHz)"",Q3'17,8,1.70 GHz,1.70 GHz,16 MB,17 W,,"
"""Intel Atom® Processor C3308 (4M Cache, up to 2.10 GHz)"",Q3'17,2,2.10 GHz,1.60 GHz,4 MB,9.5 W,,"
"""Intel Atom® Processor C3858 (12M Cache, up to 2.0 GHz)"",Q3'17,12,2.00 GHz,2.00 GHz,12 MB,25 W,,"
"""Intel Atom® Processor C3558 (8M Cache, up to 2.20 GHz)"",Q3'17,4,2.20 GHz,2.20 GHz,8 MB,16 W,,"
"""Intel Atom® Processor C3758 (16M Cache, up to 2.20 GHz)"",Q3'17,8,2.20 GHz,2.20 GHz,16 MB,25 W,,"
"""Intel Atom® Processor C3958 (16M Cache, up to 2.0 GHz)"",Q3'17,16,2.00 GHz,2.00 GHz,16 MB,31 W,,"
"""Intel Atom® Processor C3538 (8M Cache, up to 2.10 GHz)"",Q3'17,4,2.10 GHz,2.10 GHz,8 MB,15 W,,"
"""Intel Atom® Processor C3508 (8M Cache, up to 1.60 GHz)"",Q3'17,4,1.60 GHz,1.60 GHz,8 MB,11.5 W,,"
"""Intel Atom® Processor C3830 (12M Cache, up to 2.30 GHz)"",Q3'17,12,2.30 GHz,1.90 GHz,12 MB,21.5 W,,"
"""Intel Atom® Processor C3850 (12M Cache, up to 2.40 GHz)"",Q3'17,12,2.40 GHz,2.10 GHz,12 MB,25 W,,"
"""Intel Atom® Processor C3955 (16M Cache, up to 2.40 GHz)"",Q3'17,16,2.40 GHz,2.10 GHz,16 MB,32 W,,"
"""Intel Atom® Processor C3750 (16M Cache, up to 2.40 GHz)"",Q3'17,8,2.40 GHz,2.20 GHz,16 MB,21 W,,"
"""Intel Atom® Processor C3808 (12M Cache, up to 2.0 GHz)"",Q3'17,12,2.00 GHz,2.00 GHz,12 MB,25 W,,"
"""Intel Atom® Processor C3950 (16M Cache, up to 2.20 GHz)"",Q3'17,16,2.20 GHz,1.70 GHz,16 MB,24 W,,"
"""Intel Atom® Processor C2316 (1M Cache, 1.50 GHz)"",Q3'17,2,,1.50 GHz,1 MB,7 W,,"
"""Intel Atom® Processor C2516 (2M Cache, 1.40 GHz)"",Q3'17,4,,1.40 GHz,2 MB,10 W,,"
"""Intel Atom® Processor C3338 (4M Cache, up to 2.20 GHz)"",Q1'17,2,2.20 GHz,1.50 GHz,4 MB,8.5 W,,"
"""Intel Atom® Processor C2508 (2M Cache, 1.25 GHz)"",Q2'14,4,,1.25 GHz,2 MB,9.5 W,,"
"""Intel Atom® Processor C2308 (1M Cache, 1.25 GHz)"",Q2'14,2,,1.25 GHz,1 MB,6 W,,"
"""Intel Atom® Processor C2750 (4M Cache, 2.40 GHz)"",Q3'13,8,2.60 GHz,2.40 GHz,4 MB,20 W,,"
"""Intel Atom® Processor C2758 (4M Cache, 2.40 GHz)"",Q3'13,8,,2.40 GHz,4 MB,20 W,,"
"""Intel Atom® Processor C2518 (2M Cache, 1.70 GHz)"",Q3'13,4,,1.70 GHz,2 MB,13 W,,"
